COD_UF;COD_MN;POP_ESTIM
51;6653;6711
51;6703;1576
51;6752;45436
51;6778;12517
51;6802;5410
51;6828;12017
51;6851;2963
51;7008;16219
51;7040;62019
51;7065;17479
51;7107;18906
51;7156;2732
51;7180;10206
51;7198;2405
51;7206;5156
51;7248;4525
51;7263;3146
51;7297;4063
51;7305;20664
51;7354;5595
51;7404;4727
51;7578;4001
51;7602;232491
51;7701;17151
51;7743;2564
51;7750;3365
51;7768;3429
51;7776;8371
51;7792;5174
51;7800;16628
51;7859;11708
51;7875;25881
51;7883;1650
51;7909;142996
51;7925;90313
51;7941;9489
51;7958;103750
51;8006;13705
51;8055;9667
51;8105;3805
51;8204;3609
51;8303;3525
51;8352;3127
51;8402;284971
51;8501;11309
51;8600;26037
51;8808;4519
51;8857;3278
51;8907;8641
51;8956;9178
52;50;8773
52;100;20042
52;134;22366
52;159;2516
52;175;5735
52;209;1850
52;258;212440
52;308;27653
52;506;1995
52;555;6414
52;605;7624
52;803;8660
52;829;3812
52;852;6111
52;902;3126
52;1108;386923
52;1207;1149
52;1306;21850
52;1405;578179
52;1454;2474
52;1504;4198
52;1603;3522
52;1702;20118
52;1801;10308
52;2155;7770
52;2353;2612
52;2502;9875
52;2601;3120
52;2809;2417
52;3104;5138
52;3203;11167
52;3302;29975
52;3401;8841
52;3500;25216
52;3559;9706
52;3575;4405
52;3609;3703
52;3807;5779
52;3906;9459
52;3939;2488
52;3962;3292
52;4003;7993
52;4102;12484
52;4201;1351
52;4250;8067
52;4300;16009
52;4409;18913
52;4508;91162
52;4557;3804
52;4607;3630
52;4656;3640
52;4706;12626
52;4805;7589
52;4854;7789
52;4904;19887
52;4953;2141
52;5000;10082
52;5059;3435
52;5109;108823
52;5208;5070
52;5307;9709
52;5406;22191
52;5455;8606
52;5471;10167
52;5497;71376
52;5513;20240
52;5521;3382
52;5703;2327
52;5802;11110
52;5901;9723
52;6206;58997
52;6305;2966
52;6404;16949
52;6503;3486
52;6602;2854
52;6701;3311
52;6800;2938
52;6909;2094
52;7105;2484
52;7253;7322
52;7352;3699
52;7402;12372
52;7501;3275
52;7535;6627
52;7600;5637
52;7808;13292
52;7907;16557
52;8004;121617
52;8103;4248
52;8152;3818
52;8301;4804
52;8400;11231
52;8509;5600
52;8608;70084
52;8707;1516113
52;8806;44289
52;8905;22645
52;9101;34095
52;9150;5898
52;9200;14209
52;9291;1996
52;9408;3893
52;9457;1794
52;9606;3724
52;9705;21706
52;9804;3564
52;9903;13947
52;9937;6194
52;9952;15611
52;10000;52866
52;10109;26985
52;10158;2893
52;10208;31531
52;10307;2800
52;10406;42900
52;10562;4676
52;10604;5237
52;10802;4539
52;10901;22981
52;11008;4997
52;11206;25768
52;11305;7178
52;11404;8938
52;11503;104742
52;11602;2370
52;11701;6048
52;11800;50511
52;11909;100882
52;12006;2879
52;12055;2490
52;12105;7387
52;12204;18478
52;12253;1588
52;12303;7647
52;12501;208299
52;12600;2368
52;12709;8882
52;12808;9503
52;12907;2236
52;12956;4351
52;13004;14080
52;13053;2597
52;13087;29070
52;13103;66801
52;13400;1529
52;13509;8606
52;13707;8055
52;13756;13396
52;13772;4479
52;13806;46136
52;13855;2248
52;13905;4290
52;14002;15659
52;14051;4887
52;14101;3778
52;14408;9142
52;14507;29850
52;14606;46388
52;14705;2352
52;14804;2210
52;14838;12869
52;14861;8164
52;14879;2929
52;14903;3264
52;15009;9853
52;15207;2913
52;15231;115711
52;15256;4495
52;15306;15615
52;15405;3759
52;15504;6667
52;15603;33835
52;15652;3464
52;15702;28858
52;15801;2381
52;15900;3585
52;16007;2615
52;16304;10057
52;16403;10988
52;16452;3129
52;16809;10281
52;16908;2253
52;17104;24524
52;17203;10385
52;17302;24908
52;17401;31458
52;17609;89918
52;17708;17819
52;18003;45394
52;18052;3881
52;18102;4011
52;18300;36900
52;18391;3223
52;18508;50065
52;18607;10918
52;18706;4801
52;18789;4493
52;18805;235647
52;18904;19882
52;19001;7637
52;19100;6560
52;19209;2855
52;19258;5459
52;19308;38648
52;19357;3809
52;19407;8756
52;19456;3343
52;19506;2319
52;19605;3355
52;19704;8744
52;19712;4821
52;19738;6283
52;19753;74744
52;19803;12949
52;19902;6264
52;20009;13740
52;20058;1381
52;20108;33817
52;20157;5167
52;20207;21993
52;20264;4057
52;20280;2036
52;20405;20645
52;20454;115371
52;20504;8544
52;20603;20695
52;20686;6856
52;20702;2989
52;21007;3529
52;21080;3458
52;21197;8043
52;21304;2833
52;21403;127599
52;21452;3500
52;21502;4598
52;21551;5281
52;21577;2854
52;21601;40532
52;21700;13843
52;21809;3072
52;21858;168468
52;21908;3827
52;22005;13863
52;22054;8743
52;22203;6171
52;22302;5821
53;108;3015268
